ImageFilename,GroundTruth,Prediction,IsCorrect,Confidence,TargetLayer,MeanActivation,MaxActivation,ActivatedAreaPct,CentroidDist
1b398c0494d1.png,0,0,1,0.966126620769501,res5c_branch2c,0.0344695076346397,0.147997871041298,0.381536989795918,16.7705516815186
1c13a1483f4a.png,0,0,1,0.962340652942657,res5c_branch2c,0.0386537611484528,0.177240893244743,0.357342155612245,16.9933528900146
1caba2fb38f6.png,0,0,1,0.924730539321899,res5c_branch2c,0.0446703806519508,0.193631902337074,0.387914540816327,22.1102046966553
1df1530b9b8d.png,0,0,1,0.988962709903717,res5c_branch2c,0.0113979354500771,0.0602869801223278,0.304129464285714,13.403338432312
201f6e10c108.png,0,0,1,0.988458812236786,res5c_branch2c,0.0194382648915052,0.0839993357658386,0.396703603316327,16.6806945800781
201f882365d3.png,0,0,1,0.998437583446503,res5c_branch2c,0.00383966485969722,0.0166698805987835,0.335857780612245,20.8875522613525
21037f5c7790.png,0,0,1,0.9996337890625,res5c_branch2c,0.00124187208712101,0.00647493451833725,0.292410714285714,37.3248901367188
237aa50edc34.png,0,0,1,0.996287107467651,res5c_branch2c,0.00911162048578262,0.0308425612747669,0.457768654336735,5.23616123199463
242fc19be06f.png,0,0,1,0.924833714962006,res5c_branch2c,0.0677379444241524,0.341196179389954,0.264708227040816,24.2973346710205
24de56d433cd.png,0,0,1,0.797833800315857,res5c_branch2c,0.165573641657829,0.632325947284698,0.378826530612245,43.8020553588867
253e96488cfb.png,0,1,0,0.680077075958252,res5c_branch2c,0.0787157416343689,0.383443713188171,0.294961734693878,14.1575527191162
2585bbc91909.png,0,0,1,0.999955177307129,res5c_branch2c,0.000182998497621156,0.00063874339684844,0.424565529336735,32.7101402282715
2682e6da9050.png,0,0,1,0.999972105026245,res5c_branch2c,0.000126722748973407,0.000408059073379263,0.488978794642857,12.4797639846802
28f73575e1f2.png,0,0,1,0.999998450279236,res5c_branch2c,1.03574675449636e-05,2.92714012175566e-05,0.57453762755102,14.6379976272583
2927665214e1.png,0,0,1,0.868661165237427,res5c_branch2c,0.049859743565321,0.282885074615479,0.240433673469388,15.44957447052
29a13e666266.png,0,0,1,0.995432615280151,res5c_branch2c,0.00608444400131702,0.0367700383067131,0.231843909438776,28.3814105987549
2a2a6435f7f3.png,0,0,1,0.83144599199295,res5c_branch2c,0.0893503576517105,0.362067848443985,0.359454719387755,48.9093780517578
2b2f5a0f880d.png,0,0,1,0.999976396560669,res5c_branch2c,0.000117555951874238,0.000355359603418037,0.55777662627551,17.3211040496826
2b3a4a81d748.png,0,0,1,0.988556444644928,res5c_branch2c,0.0219670124351978,0.07029078155756,0.420180963010204,22.8787670135498
2cdcc910778d.png,0,0,1,1,res5c_branch2c,6.26080236543203e-07,2.15922455026885e-06,0.460837850765306,5.84887981414795
306c841af3fc.png,0,0,1,0.999945402145386,res5c_branch2c,0.000190589955309406,0.000544321723282337,0.545878507653061,15.2661905288696
3132556f5352.png,0,0,1,0.967270612716675,res5c_branch2c,0.0416553653776646,0.235911995172501,0.24984056122449,14.9647665023804
318eb706a134.png,0,0,1,0.999975442886353,res5c_branch2c,0.000125152248074301,0.000438639632193372,0.468829719387755,19.319221496582
345b1f0abbba.png,0,0,1,0.997882187366486,res5c_branch2c,0.00594492210075259,0.0226896274834871,0.39046556122449,17.710786819458
34a7dbd3f05c.png,0,0,1,0.999909043312073,res5c_branch2c,0.00045690152910538,0.00139947002753615,0.539999202806122,21.4639492034912
356304d15a5c.png,0,0,1,0.999052464962006,res5c_branch2c,0.00255379872396588,0.0120396576821804,0.298309948979592,9.42846202850342
3580a545016d.png,0,0,1,0.820889294147491,res5c_branch2c,0.0739978700876236,0.31891006231308,0.370396205357143,27.9697532653809
38373431d996.png,0,0,1,0.999998569488525,res5c_branch2c,9.46191994444234e-06,3.22367777698673e-05,0.488560267857143,19.8551998138428
