ImageFilename,GroundTruth,Prediction,IsCorrect,Confidence,TargetLayer,MeanActivation,MaxActivation,ActivatedAreaPct,CentroidDist
1c4f3aa4df06.png,4,2,0,0.509051263332367,res5c_branch2c,0.0104894135147333,0.105034254491329,0.163265306122449,21.6444835662842
1d674e2e32e0.png,1,2,0,0.730995357036591,res5c_branch2c,0.000119057673146017,0.0058267773129046,0.0393813775510204,9.5196647644043
253e96488cfb.png,0,1,0,0.684018492698669,res5c_branch2c,0.0767200365662575,0.352307200431824,0.312081473214286,17.5179805755615
259d30f693b6.png,1,0,0,0.487910151481628,res5c_branch2c,0.115695677697659,0.500778079032898,0.402543048469388,42.8898506164551
25b0e72705a8.png,3,2,0,0.670082867145538,res5c_branch2c,0.0010784191545099,0.0270244423300028,0.0651506696428571,15.7929010391235
25d069089c5e.png,4,2,0,0.476250827312469,res5c_branch2c,0.00278871785849333,0.0495953224599361,0.0829679528061224,41.2466850280762
281d7b7c7676.png,4,2,0,0.635445654392242,res5c_branch2c,0.0528696328401566,0.185667753219604,0.443020567602041,24.8854351043701
29b52f64d2db.png,1,2,0,0.613886833190918,res5c_branch2c,0.00571766961365938,0.0945233926177025,0.100047831632653,24.867977142334
33ffddea8c6e.png,1,0,0,0.934000492095947,res5c_branch2c,0.102637231349945,0.434600591659546,0.366031568877551,20.7918872833252
358d2224de73.png,1,2,0,0.915634989738464,res5c_branch2c,0.000392277957871556,0.0175152011215687,0.0334622130102041,33.411506652832
374535e0adb8.png,4,2,0,0.564403295516968,res5c_branch2c,0.0393425524234772,0.143959373235703,0.503786670918367,21.3455543518066
382752f6694a.png,1,2,0,0.556377470493317,res5c_branch2c,0.00763769773766398,0.127421841025352,0.0913384885204082,18.3811168670654
38e0e28d35d3.png,1,0,0,0.954112648963928,res5c_branch2c,0.0534772202372551,0.244286611676216,0.413504464285714,24.3738021850586
3b018e8b7303.png,3,2,0,0.851415514945984,res5c_branch2c,0.0141263399273157,0.0940942689776421,0.249880420918367,13.0575828552246
405b4f78658f.png,3,2,0,0.413029760122299,res5c_branch2c,0.0736748576164246,0.299300193786621,0.326809630102041,37.5104942321777
4360a112db10.png,3,1,0,0.437011778354645,res5c_branch2c,0.170640289783478,0.89872807264328,0.284897161989796,27.7857666015625
4462fba1d2a1.png,4,2,0,0.698220789432526,res5c_branch2c,0.00303775887005031,0.0687891468405724,0.0499441964285714,27.8838367462158
498f143c0374.png,3,4,0,0.429004281759262,res5c_branch2c,0.0157924201339483,0.150490492582321,0.141043526785714,49.5965156555176
55092c0071eb.png,2,1,0,0.485193014144897,res5c_branch2c,0.0416306555271149,0.247764781117439,0.257573341836735,42.5361061096191
5879285f9d8d.png,1,2,0,0.817112863063812,res5c_branch2c,0.00255659385584295,0.0625539720058441,0.0661073022959184,49.6841926574707
59fee5bc3479.png,4,2,0,0.564469337463379,res5c_branch2c,0.0296092610806227,0.374668210744858,0.106784119897959,60.7152709960938
5b301a6d1ac7.png,2,0,0,0.455237507820129,res5c_branch2c,0.275387972593307,0.877944946289062,0.517717633928571,4.39202260971069
60f15dd68d30.png,4,3,0,0.685584127902985,res5c_branch2c,0.016311751678586,0.191059544682503,0.148856026785714,11.8684434890747
61bbc11fe503.png,4,2,0,0.495866417884827,res5c_branch2c,0.0387891493737698,0.302416235208511,0.174724968112245,68.3340454101562
67f5d89da548.png,1,4,0,0.316217571496964,res5c_branch2c,0.000442203367128968,0.0243590828031301,0.0327248086734694,15.4583358764648
6c6efb6b1358.png,1,2,0,0.724634826183319,res5c_branch2c,0.00456756493076682,0.0786548852920532,0.111926020408163,9.86985492706299
6d259b5b4c76.png,4,2,0,0.883816659450531,res5c_branch2c,0.00381955434568226,0.0455257557332516,0.126953125,20.644287109375
6d3d1fe6c32a.png,2,1,0,0.402834415435791,res5c_branch2c,0.0497044436633587,0.26638001203537,0.302834024234694,54.1302223205566
6d7d26025122.png,4,2,0,0.879875242710114,res5c_branch2c,0,0,0,0
6ea07d19b4ce.png,1,2,0,0.859012484550476,res5c_branch2c,0.00603475980460644,0.12374459952116,0.0622209821428571,51.5334968566895
76be29bb30b2.png,1,2,0,0.386767536401749,res5c_branch2c,0.0210875403136015,0.139023661613464,0.219288105867347,60.0318222045898
78b3f819dcc5.png,4,3,0,0.520465433597565,res5c_branch2c,0.0626259595155716,0.31863072514534,0.317083864795918,26.4594478607178
78bcdffb8785.png,1,2,0,0.333295941352844,res5c_branch2c,0.0250763166695833,0.187794849276543,0.211774553571429,29.3410682678223
7d3835e4e63a.png,3,2,0,0.358912944793701,res5c_branch2c,0.0225439053028822,0.226297155022621,0.140445631377551,46.1324081420898
7d626a7ffe76.png,4,3,0,0.465047359466553,res5c_branch2c,0.0368953943252563,0.222906410694122,0.270567602040816,20.3356037139893
7e0598cc88a0.png,4,2,0,0.44792252779007,res5c_branch2c,0.000987255596555769,0.0477926917374134,0.0327248086734694,21.8886642456055
8201cab8322d.png,3,2,0,0.48199725151062,res5c_branch2c,0.0168018117547035,0.174424216151237,0.135363520408163,46.9520263671875
857230f64a2e.png,4,2,0,0.516828536987305,res5c_branch2c,0.0212583933025599,0.180729627609253,0.196049904336735,26.8955497741699
8688f3d0fcaf.png,3,4,0,0.503589808940887,res5c_branch2c,0.00229560560546815,0.0769240707159042,0.0593112244897959,20.9616050720215
905cc86bf100.png,4,2,0,0.537203848361969,res5c_branch2c,0.00564441410824656,0.130083173513412,0.0612842793367347,30.5119209289551
916ec976ff30.png,3,2,0,0.559577167034149,res5c_branch2c,0,0,0,0
92d8a7c8e718.png,2,3,0,0.56167995929718,res5c_branch2c,0.0968111902475357,0.412630409002304,0.353714923469388,25.6375007629395
92d9e9f08709.png,1,2,0,0.442548930644989,res5c_branch2c,0.030188025906682,0.271836668252945,0.0920161033163265,22.9665107727051
95e732e043a1.png,4,2,0,0.953723788261414,res5c_branch2c,0.00327011756598949,0.0438015908002853,0.106186224489796,35.4645462036133
9782c0489eca.png,1,2,0,0.687339603900909,res5c_branch2c,0.00198093871586025,0.0879555940628052,0.0358537946428571,9.76714706420898
99ecdb41d5e7.png,1,2,0,0.678886711597443,res5c_branch2c,0.00524430628865957,0.129389554262161,0.0281608737244898,72.0155868530273
9e3510963315.png,4,2,0,0.984847068786621,res5c_branch2c,0.0020512891933322,0.0227670092135668,0.140864158163265,34.6296997070312
a3706ce27869.png,2,0,0,0.900108873844147,res5c_branch2c,0.133714810013771,0.436123371124268,0.509586256377551,16.3122482299805
a3fcf42ff56d.png,4,2,0,0.686229288578033,res5c_branch2c,0.0267259627580643,0.164665058255196,0.235331632653061,63.7737045288086
a49b0b4484ea.png,2,0,0,0.48378324508667,res5c_branch2c,0.250006139278412,0.930337488651276,0.394810267857143,38.0411567687988
a4d4b69f7404.png,3,2,0,0.673612833023071,res5c_branch2c,0.0151610905304551,0.159721717238426,0.156529017857143,53.771800994873
a80dab8eddf4.png,3,2,0,0.725351810455322,res5c_branch2c,0.00244783516973257,0.0669127330183983,0.0652901785714286,38.9443054199219
